0:00:00,STATE,PFACTOR
6:52:05,0,0.00
6:53:05,0,0.00
6:54:05,0,0.00
6:55:05,0,0.00
6:56:05,0,0.00
6:57:06,0,0.00
6:58:06,0,0.00
6:59:06,0,0.00
7:00:06,0,0.00
7:01:06,0,0.00
7:02:06,0,0.00
7:03:06,0,0.00
7:04:07,0,0.00
7:05:07,0,0.00
7:06:07,0,0.00
7:07:07,0,0.00
7:08:07,0,0.00
7:09:07,0,0.00
7:10:08,0,0.00
7:11:08,0,0.00
7:12:08,0,0.00
7:13:08,0,0.00
7:14:08,0,0.00
7:15:08,0,0.00
7:16:09,0,0.00
7:17:09,0,0.00
7:18:09,0,0.00
7:19:09,0,0.00
7:20:09,0,0.00
7:21:09,0,0.00
7:22:09,0,0.00
7:23:10,0,0.00
7:24:10,0,0.00
7:25:10,0,0.00
7:26:10,0,0.00
7:27:10,0,0.00
7:28:10,0,0.00
7:29:11,0,0.00
7:30:11,0,0.00
7:31:11,0,0.00
7:32:11,0,0.00
7:33:11,0,0.00
7:34:11,0,0.00
7:35:12,0,0.00
7:36:12,0,0.00
7:37:12,0,0.00
7:38:12,0,0.00
7:39:12,0,0.00
7:40:12,0,0.00
7:41:12,0,0.00
7:42:13,0,0.00
7:43:13,0,0.00
7:44:13,0,0.00
7:45:13,0,0.00
7:46:13,0,0.00
7:47:13,0,0.00
7:48:13,0,0.00
7:49:14,0,0.00
7:50:14,0,0.00
7:51:14,0,0.00
7:52:14,0,0.00
7:53:14,0,0.00
7:54:14,0,0.00
7:55:14,0,0.00
7:56:15,0,0.00
7:57:15,0,0.00
7:58:15,0,0.00
7:59:15,0,0.00
8:00:15,0,0.00
8:01:15,0,0.00
8:02:16,0,0.00
8:03:16,0,0.00
8:04:16,0,0.00
8:05:16,0,0.00
8:06:16,0,0.00
8:07:16,0,0.00
8:08:16,0,0.00
8:09:17,0,0.00
8:10:17,0,0.00
8:11:17,0,0.00
8:12:17,0,0.00
8:13:17,0,0.00
8:14:17,0,0.00
8:15:18,0,0.00
8:16:18,0,0.00
8:17:18,0,0.00
8:18:18,0,0.00
8:19:18,0,0.00
8:20:18,0,0.00
8:21:19,0,0.00
8:22:19,0,0.00
8:23:19,0,0.00
8:24:19,0,0.00
8:25:19,0,0.00
8:26:19,0,0.00
8:27:19,0,0.00
8:28:20,0,0.00
8:29:20,0,0.00
8:30:20,0,0.00
8:31:20,0,0.00
8:32:20,0,0.00
8:33:20,0,0.00
8:34:21,0,0.00
8:35:21,0,0.00
8:36:21,0,0.00
8:37:21,0,0.00
8:38:21,0,0.00
8:39:21,0,0.00
8:40:21,0,0.00
8:41:22,0,0.00
8:42:22,0,0.00
8:43:22,0,0.00
8:44:22,0,0.00
8:45:22,0,0.00
8:46:22,0,0.00
8:47:23,0,0.00
8:48:23,0,0.00
8:49:23,0,0.00
8:50:23,0,0.00
8:51:23,0,0.00
8:52:23,0,0.00
8:53:24,0,0.00
8:54:24,0,0.00
8:55:24,0,0.00
8:56:24,0,0.00
8:57:24,0,0.00
8:58:24,0,0.00
8:59:24,0,0.00
9:00:25,0,0.00
9:01:25,0,0.00
9:02:25,0,0.00
9:03:25,0,0.00
9:04:25,0,0.00
9:05:25,0,0.00
9:06:26,0,0.00
9:07:26,0,0.00
9:08:26,0,0.00
9:09:26,0,0.00
9:10:26,0,0.00
9:11:26,0,0.00
9:12:27,0,0.00
9:13:27,0,0.00
9:14:27,0,0.00
9:15:27,0,0.00
9:16:27,0,0.00
9:17:27,0,0.00
9:18:27,0,0.00
9:19:28,0,0.00
9:20:28,0,0.00
9:21:28,0,0.00
9:22:28,0,0.00
9:23:28,0,0.00
9:24:28,0,0.00
9:25:29,0,0.00
9:26:29,0,0.00
9:27:29,0,0.00
9:28:29,0,0.00
9:29:29,0,0.00
9:30:29,0,0.00
9:31:29,0,0.00
9:32:30,0,0.00
9:33:30,0,0.00
9:34:30,0,0.00
9:35:30,0,0.00
9:36:30,0,0.00
9:37:30,0,0.00
9:38:31,0,0.00
9:39:31,0,0.00
9:40:31,0,0.00
9:41:31,0,0.00
9:42:31,0,0.00
9:43:31,0,0.00
9:44:32,0,0.00
9:45:32,0,0.00
9:46:32,0,0.00
9:47:32,0,0.00
9:48:32,0,0.00
9:49:32,0,0.00
9:50:32,0,0.00
9:51:33,0,0.00
9:52:33,0,0.00
9:53:33,0,0.00
9:54:33,0,0.00
9:55:33,0,0.00
9:56:33,0,0.00
9:57:34,0,0.00
9:58:34,0,0.00
9:59:34,0,0.00
10:00:34,0,0.00
10:01:34,0,0.00
10:02:34,0,0.00
10:03:35,0,0.00
10:04:35,0,0.00
10:05:35,0,0.00
10:06:35,0,0.00
10:07:35,0,0.00
10:08:35,0,0.00
10:09:35,0,0.00
10:10:36,0,0.00
10:11:36,0,0.00
10:12:36,0,0.00
10:13:36,0,0.00
10:14:36,0,0.00
10:15:36,0,0.00
10:16:37,0,0.00
10:17:37,0,0.00
10:18:37,0,0.00
10:19:37,0,0.00
10:20:37,0,0.00
10:21:37,0,0.00
10:22:37,0,0.00
10:23:38,0,0.00
10:24:38,0,0.00
10:25:38,0,0.00
10:26:38,0,0.00
10:27:38,0,0.00
10:28:38,0,0.00
10:29:39,0,0.00
10:30:39,0,0.00
10:31:39,0,0.00
10:32:39,0,0.00
10:33:39,0,0.00
10:34:39,0,0.00
10:35:40,0,0.00
10:36:40,0,0.00
10:37:40,0,0.00
10:38:40,0,0.00
10:39:40,0,0.00
10:40:40,0,0.00
10:41:40,0,0.00
10:42:41,0,0.00
10:43:41,0,0.00
10:44:41,0,0.00
10:45:41,0,0.00
10:46:41,0,0.00
10:47:41,0,0.00
10:48:42,0,0.00
10:49:42,0,0.00
10:50:42,0,0.00
10:51:42,0,0.00
10:52:42,0,0.00
10:53:42,0,0.00
10:54:43,0,0.00
10:55:43,0,0.00
10:56:43,0,0.00
10:57:43,0,0.00
10:58:43,0,0.00
10:59:43,0,0.00
11:00:43,0,0.00
11:01:44,0,0.00
11:02:44,0,0.00
11:03:44,0,0.00
11:04:44,0,0.00
11:05:44,0,0.00
11:06:44,0,0.00
11:07:45,0,0.00
11:08:45,0,0.00
11:09:45,0,0.00
11:10:45,0,0.00
11:11:45,0,0.00
11:12:45,0,0.00
11:13:45,0,0.00
11:14:46,0,0.00
11:15:46,0,0.00
11:16:46,0,0.00
11:17:46,0,0.00
11:18:46,0,0.00
11:19:46,0,0.00
11:20:47,0,0.00
11:21:47,0,0.00
11:22:47,0,0.00
11:23:47,0,0.00
11:24:47,0,0.00
11:25:47,0,0.00
11:26:48,0,0.00
11:27:48,0,0.00
11:28:48,0,0.00
11:29:48,0,0.00
11:30:48,0,0.00
11:31:48,0,0.00
11:32:48,0,0.00
11:33:49,0,0.00
11:34:49,0,0.00
11:35:49,0,0.00
11:36:49,0,0.00
11:37:49,0,0.00
11:38:49,0,0.00
11:39:50,0,0.00
11:40:50,0,0.00
11:41:50,0,0.00
11:42:50,0,0.00
11:43:50,0,0.00
11:44:50,0,0.00
11:45:51,0,0.00
11:46:51,0,0.00
11:47:51,0,0.00
11:48:51,0,0.00
11:49:51,0,0.00
11:50:51,0,0.00
11:51:51,0,0.00
11:52:52,0,0.00
11:53:52,0,0.00
11:54:52,0,0.00
11:55:52,0,0.00
11:56:52,0,0.00
11:57:52,0,0.00
11:58:53,0,0.00
11:59:53,0,0.00
12:00:53,0,0.00
12:01:53,0,0.00
12:02:53,0,0.00
12:03:53,0,0.00
12:04:54,0,0.00
12:05:54,0,0.00
12:06:54,0,0.00
12:07:54,0,0.00
12:08:54,0,0.00
12:09:54,0,0.00
12:10:54,0,0.00
12:11:55,0,0.00
12:12:55,0,0.00
12:13:55,0,0.00
12:14:55,0,0.00
12:15:55,0,0.00
12:16:55,0,0.00
12:17:56,0,0.00
12:18:56,0,0.00
12:19:56,0,0.00
12:20:56,0,0.00
12:21:56,0,0.00
12:22:56,0,0.00
12:23:57,0,0.00
12:24:57,0,0.00
12:25:57,0,0.00
12:26:57,0,0.00
12:27:57,0,0.00
12:28:57,0,0.00
12:29:57,0,0.00
12:30:58,0,0.00
12:31:58,0,0.00
12:32:58,0,0.00
12:33:58,0,0.00
12:34:58,0,0.00
12:35:58,0,0.00
12:36:59,0,0.00
12:37:59,0,0.00
12:38:59,0,0.00
12:39:59,0,0.00
12:40:59,0,0.00
12:41:59,0,0.00
12:42:59,0,0.00
12:44:00,0,0.00
12:45:00,0,0.00
12:46:00,0,0.00
12:47:00,0,0.00
12:48:00,0,0.00
12:49:00,0,0.00
12:50:01,0,0.00
12:51:01,0,0.00
12:52:01,0,0.00
12:53:01,0,0.00
12:54:01,0,0.00
12:55:01,0,0.00
12:56:02,0,0.00
12:57:02,0,0.00
12:58:02,0,0.00
12:59:02,0,0.00
13:00:02,0,0.00
13:01:02,0,0.00
13:02:02,0,0.00
13:03:03,0,0.00
13:04:03,0,0.00
13:05:03,0,0.00
13:06:03,0,0.00
13:07:03,0,0.00
13:08:03,0,0.00
13:09:04,0,0.00
13:10:04,0,0.00
13:11:04,0,0.00
13:12:04,0,0.00
13:13:04,0,0.00
13:14:04,0,0.00
13:15:05,0,0.00
13:16:05,0,0.00
13:17:05,0,0.00
13:18:05,0,0.00
13:19:05,0,0.00
13:20:05,0,0.00
13:21:05,0,0.00
13:22:06,0,0.00
13:23:06,0,0.00
13:24:06,0,0.00
13:25:06,0,0.00
13:26:06,0,0.00
13:27:06,0,0.00
13:28:07,0,0.00
13:29:07,0,0.00
13:30:07,0,0.00
13:31:07,0,0.00
13:32:07,0,0.00
13:33:07,0,0.00
13:34:07,0,0.00
13:35:08,0,0.00
13:36:08,0,0.00
13:37:08,0,0.00
13:38:08,0,0.00
13:39:08,0,0.00
13:40:08,0,0.00
13:41:09,0,0.00
13:42:09,0,0.00
13:43:09,0,0.00
13:44:09,0,0.00
13:45:09,0,0.00
13:46:09,0,0.00
13:47:10,0,0.00
13:48:10,0,0.00
13:49:10,0,0.00
13:50:10,0,0.00
13:51:10,0,0.00
13:52:10,0,0.00
13:53:10,0,0.00
13:54:11,0,0.00
13:55:11,0,0.00
13:56:11,0,0.00
13:57:11,0,0.00
13:58:11,0,0.00
13:59:11,0,0.00
14:00:12,0,0.00
14:01:12,0,0.00
14:02:12,0,0.00
14:03:12,0,0.00
14:04:12,0,0.00
14:05:12,0,0.00
14:06:13,0,0.00
14:07:13,0,0.00
14:08:13,0,0.00
14:09:13,0,0.00
14:10:13,0,0.00
14:11:13,0,0.00
14:12:13,0,0.00
14:13:14,0,0.00
14:14:14,0,0.00
14:15:14,0,0.00
14:16:14,0,0.00
14:17:14,0,0.00
14:18:14,0,0.00
14:19:15,0,0.00
14:20:15,0,0.00
14:21:15,0,0.00
14:22:15,0,0.00
14:23:15,0,0.00
14:24:15,0,0.00
14:25:15,0,0.00
14:26:16,0,0.00
14:27:16,0,0.00
14:28:16,0,0.00
14:29:16,0,0.00
14:30:16,0,0.00
