4000	0.760276
4100	0.729117
4200	0.722886
4300	0.729117
4400	0.735349
4500	0.735349
4600	0.735349
4700	0.835058
4800	0.841289
4900	0.928534
5000	0.947229
5100	1.015779
5200	1.065633
5300	1.140414
5400	1.333599
5500	1.302441
5600	1.452003
5700	1.470698
5800	1.614029
5900	1.719969
6000	1.813446
6100	2.025326
6200	2.044021
6300	2.255902
6400	2.330683
6500	2.467782
6600	2.710821
6700	2.748212
6800	2.978787
6900	2.972556
7000	3.165741
7100	3.240522
7200	3.402548
7300	3.396316
7400	3.502256
7500	3.714137
7600	3.670514
7700	3.863699
7800	3.845004
7900	4.013262
8000	4.038189
8100	4.137897
8200	4.262533
8300	4.243837
8400	4.312387
8500	4.312387
8600	4.3934
8700	4.443254
8800	4.418327
8900	4.505572
9000	4.518035
9100	4.586585
9200	4.586585
9300	4.667598
9400	4.723684
9500	4.748611
9600	4.798465
9700	4.804697
9800	4.860783
9900	4.848319
10000	4.910637
10100	4.910637
10200	4.910637
10300	4.935564
10400	4.954259
10500	5.004114
10600	5.004114
10700	4.972955
10800	5.016577
10900	5.0602
11000	5.116285
11100	5.103822
11200	5.110054
11300	5.141213
11400	5.172371
11500	5.184835
11600	5.197299
11700	5.209762
11800	5.20353
11900	5.234689
12000	5.228457
12100	5.209762
12200	5.16614
12300	5.178603
12400	5.290775
12500	5.290775
12600	5.247153
12700	5.240921
12800	5.265848
12900	5.253384
13000	5.240921
13100	5.27208
13200	5.321934
13300	5.303239
13400	5.321934
13500	5.321934
13600	5.315702
13700	5.321934
13800	5.30947
13900	5.303239
14000	5.346861
14100	5.321934
14200	5.290775
14300	5.334398
14400	5.353093
14500	5.265848
14600	5.265848
14700	5.396715
14800	5.346861
14900	5.390483
15000	5.290775
15100	5.396715
15200	5.27208
15300	5.066431
15400	5.664682
15500	5.402947
15600	5.471497
15700	5.278312
15800	5.303239
15900	5.384252
16000	5.340629
16100	5.359325
16200	5.427874
16300	5.390483
16400	5.284543
16500	5.415411
16600	5.184835
16700	5.558741
16800	4.804697
16900	5.452801
17000	5.627291
17100	5.602364
17200	5.459033
17300	5.346861
17400	5.359325
17500	5.384252
17600	5.446569
17700	5.465265
17800	5.508887
17900	5.427874
18000	5.321934
18100	5.402947
18200	5.409179
18300	5.402947
18400	5.421642
18500	5.446569
18600	5.353093
18700	5.421642
18800	5.577437
18900	5.558741
19000	5.384252
19100	5.346861
19200	5.434106
19300	5.521351
19400	5.452801
19500	5.321934
19600	5.471497
19700	5.527583
19800	5.353093
19900	5.353093
20000	5.396715
